에그드랍 부산대점,부산 금정구 금정로 76,음식점 > 간식 > 샌드위치,070-4793-7778,384,http://place.map.kakao.com/82492053,129.08679312559656,35.231375553139856
호우양꼬치,부산 금정구 부산대학로38번길 13,음식점 > 중식 > 양꼬치,051-512-8673,388,http://place.map.kakao.com/23350157,129.087184838679,35.2318752413968
꼬끄,부산 금정구 부산대학로38번길 22,"음식점 > 술집 > 호프,요리주점",051-513-4009,390,http://place.map.kakao.com/16635006,129.087504280441,35.2321689113436
라메이 사천훠궈,부산 금정구 부산대학로38번길 15,음식점 > 중식 > 중화요리,051-581-5650,391,http://place.map.kakao.com/344783836,129.08721275561,35.23193603783
진맛추메장,부산 금정구 부산대학로38번길 17,"음식점 > 한식 > 해물,생선",051-513-8981,393,http://place.map.kakao.com/16845015,129.087258514538,35.2320073402306
팔도실비집 부산대점,부산 금정구 장전온천천로79번길 24,음식점 > 술집 > 실내포장마차,051-583-3884,400,http://place.map.kakao.com/884585474,129.087561038452,35.2323265339795
홍춘천치즈닭갈비 부산대점,부산 금정구 금정로 82,"음식점 > 한식 > 육류,고기 > 닭요리",051-514-1999,402,http://place.map.kakao.com/317648219,129.086969206497,35.2318609380046
연탄에꿀통,부산 금정구 부산대학로38번길 21,"음식점 > 한식 > 육류,고기",051-514-0891,403,http://place.map.kakao.com/18822937,129.087266321886,35.2321405753387
다우다미,부산 금정구 부산대학로38번길 28,음식점 > 한식,051-512-0156,405,http://place.map.kakao.com/24120921,129.087571760147,35.232402045352
보스턴오뎅 부산대점,부산 금정구 부산대학로38번길 23,"음식점 > 술집 > 호프,요리주점",051-989-3883,409,http://place.map.kakao.com/14479017,129.087295346926,35.2322446076987
징징 부산대점,부산 금정구 부산대학로38번길 23,음식점 > 퓨전요리,,410,http://place.map.kakao.com/392415151,129.087291140328,35.2322518894462
백석,부산 금정구 부산대학로38번길 23-1,음식점 > 술집 > 칵테일바,,421,http://place.map.kakao.com/867165438,129.087142299205,35.2322724800151
대학로술집,부산 금정구 금정로 77,"음식점 > 술집 > 호프,요리주점",051-513-0041,424,http://place.map.kakao.com/7825700,129.086398822194,35.231546361924
맛나감자탕 부산대점,부산 금정구 장전온천천로 73,음식점 > 한식 > 감자탕,051-512-8289,257,http://place.map.kakao.com/21625315,129.088648652491,35.2313958030166
무한리필뙈지야,부산 금정구 장전온천천로 73,"음식점 > 한식 > 육류,고기",051-515-7457,259,http://place.map.kakao.com/236413760,129.088653598015,35.2314173451745
서울깍두기 본점,부산 금정구 장전온천천로 75,음식점 > 한식 > 설렁탕,051-582-9005,281,http://place.map.kakao.com/16239198,129.088682483147,35.2316871906561
밥심이네,부산 금정구 장전온천천로 75,음식점 > 한식,,283,http://place.map.kakao.com/21353862,129.088682852701,35.2317016026291
섬마을해물칼국수,부산 금정구 장전온천천로73번길 5,음식점 > 한식 > 국수,,284,http://place.map.kakao.com/23876932,129.088433249088,35.2315617276904
남원추어탕,부산 금정구 장전온천천로73번길 5,"음식점 > 한식 > 해물,생선 > 추어",051-512-6742,284,http://place.map.kakao.com/11550716,129.088433433842,35.2315689336782
어반,부산 금정구 장전온천천로73번길 6,"음식점 > 한식 > 해물,생선",051-583-3655,286,http://place.map.kakao.com/27503204,129.088550099792,35.2316642437701
서울뚝배기,부산 금정구 장전온천천로 75,음식점 > 한식 > 설렁탕,051-516-2490,287,http://place.map.kakao.com/26071532,129.088683961365,35.2317448385476
퓨전포장마차,부산 금정구 장전온천천로73번길 6,음식점 > 술집 > 실내포장마차,,288,http://place.map.kakao.com/23881287,129.088554952928,35.2316821829379
굽네치킨 부산장전점,부산 금정구 장전온천천로73번길 6,음식점 > 치킨 > 굽네치킨,051-512-9953,288,http://place.map.kakao.com/10223325,129.088546262865,35.2316859375312
어구야,부산 금정구 장전온천천로 77,"음식점 > 한식 > 해물,생선 > 회",051-514-8885,295,http://place.map.kakao.com/9919946,129.088690847099,35.2318420435579
24K,부산 금정구 장전온천천로 77,음식점 > 술집,070-7322-2340,297,http://place.map.kakao.com/16223398,129.088673559342,35.2318531557572
푸짐한횟집,부산 금정구 장전온천천로 79,"음식점 > 한식 > 해물,생선 > 회",051-518-9881,305,http://place.map.kakao.com/16643327,129.088698010025,35.2319500575449
심,부산 금정구 장전온천천로 77-1,음식점 > 술집 > 일본식주점,051-517-3077,306,http://place.map.kakao.com/1560537962,129.088698194806,35.231957263531
토모,부산 금정구 장전온천천로 79,음식점 > 일식 > 참치회,051-513-5164,322,http://place.map.kakao.com/27364077,129.088706928406,35.2321265283949
켄BAR,부산 금정구 장전온천천로 81,"음식점 > 술집 > 호프,요리주점",051-512-1147,333,http://place.map.kakao.com/16520470,129.088736602013,35.232255781295
생삼겹살,부산 금정구 장전온천천로 81,"음식점 > 한식 > 육류,고기",,333,http://place.map.kakao.com/24047763,129.088736602013,35.232255781295
바다사랑횟집,부산 금정구 장전온천천로 81,"음식점 > 한식 > 해물,생선 > 회",051-512-7944,334,http://place.map.kakao.com/14494859,129.088758835458,35.2322662112327
벤자민,부산 금정구 장전온천천로 83,"음식점 > 술집 > 호프,요리주점",051-513-3334,344,http://place.map.kakao.com/21882550,129.088774781059,35.2323740735858
맛타로 부산본점,부산 금정구 장전온천천로83번길 5,음식점 > 술집 > 일본식주점,051-515-1580,352,http://place.map.kakao.com/1514139437,129.088639298744,35.2324016445483
퍼스트부엌,부산 금정구 장전온천천로 85-1,음식점 > 퓨전요리,051-513-2900,371,http://place.map.kakao.com/27457937,129.088888025297,35.2326785084598
가야공원돼지국밥 부산대점,부산 금정구 장전온천천로 87,음식점 > 한식 > 국밥,,385,http://place.map.kakao.com/20057605,129.088927036419,35.2328292276086
이태리선술집,부산 금정구 장전온천천로83번길 14,"음식점 > 술집 > 호프,요리주점",010-5106-8272,392,http://place.map.kakao.com/435169733,129.088283393442,35.2326565044355
에쎄노베,부산 금정구 장전온천천로83번길 14,음식점 > 양식 > 이탈리안,070-7755-4088,396,http://place.map.kakao.com/27466139,129.088264556435,35.2326928754341
푸리타,부산 금정구 장전온천천로83번길 14,"음식점 > 간식 > 떡,한과",,396,http://place.map.kakao.com/53913701,129.088264556435,35.2326928754341
한상,부산 금정구 장전온천천로 89,음식점 > 한식,051-583-1682,397,http://place.map.kakao.com/607827435,129.088925509638,35.2329409961751

맛나감자탕 부산대점,부산 금정구 장전온천천로 73,음식점 > 한식 > 감자탕,051-512-8289,257,http://place.map.kakao.com/21625315,129.088648652491,35.2313958030166
무한리필뙈지야,부산 금정구 장전온천천로 73,"음식점 > 한식 > 육류,고기",051-515-7457,259,http://place.map.kakao.com/236413760,129.088653598015,35.2314173451745
서울깍두기 본점,부산 금정구 장전온천천로 75,음식점 > 한식 > 설렁탕,051-582-9005,281,http://place.map.kakao.com/16239198,129.088682483147,35.2316871906561
밥심이네,부산 금정구 장전온천천로 75,음식점 > 한식,,283,http://place.map.kakao.com/21353862,129.088682852701,35.2317016026291
섬마을해물칼국수,부산 금정구 장전온천천로73번길 5,음식점 > 한식 > 국수,,284,http://place.map.kakao.com/23876932,129.088433249088,35.2315617276904
남원추어탕,부산 금정구 장전온천천로73번길 5,"음식점 > 한식 > 해물,생선 > 추어",051-512-6742,284,http://place.map.kakao.com/11550716,129.088433433842,35.2315689336782
어반,부산 금정구 장전온천천로73번길 6,"음식점 > 한식 > 해물,생선",051-583-3655,286,http://place.map.kakao.com/27503204,129.088550099792,35.2316642437701
서울뚝배기,부산 금정구 장전온천천로 75,음식점 > 한식 > 설렁탕,051-516-2490,287,http://place.map.kakao.com/26071532,129.088683961365,35.2317448385476
퓨전포장마차,부산 금정구 장전온천천로73번길 6,음식점 > 술집 > 실내포장마차,,288,http://place.map.kakao.com/23881287,129.088554952928,35.2316821829379
굽네치킨 부산장전점,부산 금정구 장전온천천로73번길 6,음식점 > 치킨 > 굽네치킨,051-512-9953,288,http://place.map.kakao.com/10223325,129.088546262865,35.2316859375312
어구야,부산 금정구 장전온천천로 77,"음식점 > 한식 > 해물,생선 > 회",051-514-8885,295,http://place.map.kakao.com/9919946,129.088690847099,35.2318420435579
24K,부산 금정구 장전온천천로 77,음식점 > 술집,070-7322-2340,297,http://place.map.kakao.com/16223398,129.088673559342,35.2318531557572
푸짐한횟집,부산 금정구 장전온천천로 79,"음식점 > 한식 > 해물,생선 > 회",051-518-9881,305,http://place.map.kakao.com/16643327,129.088698010025,35.2319500575449
심,부산 금정구 장전온천천로 77-1,음식점 > 술집 > 일본식주점,051-517-3077,306,http://place.map.kakao.com/1560537962,129.088698194806,35.231957263531
토모,부산 금정구 장전온천천로 79,음식점 > 일식 > 참치회,051-513-5164,322,http://place.map.kakao.com/27364077,129.088706928406,35.2321265283949
켄BAR,부산 금정구 장전온천천로 81,"음식점 > 술집 > 호프,요리주점",051-512-1147,333,http://place.map.kakao.com/16520470,129.088736602013,35.232255781295
생삼겹살,부산 금정구 장전온천천로 81,"음식점 > 한식 > 육류,고기",,333,http://place.map.kakao.com/24047763,129.088736602013,35.232255781295
바다사랑횟집,부산 금정구 장전온천천로 81,"음식점 > 한식 > 해물,생선 > 회",051-512-7944,334,http://place.map.kakao.com/14494859,129.088758835458,35.2322662112327
벤자민,부산 금정구 장전온천천로 83,"음식점 > 술집 > 호프,요리주점",051-513-3334,344,http://place.map.kakao.com/21882550,129.088774781059,35.2323740735858
맛타로 부산본점,부산 금정구 장전온천천로83번길 5,음식점 > 술집 > 일본식주점,051-515-1580,352,http://place.map.kakao.com/1514139437,129.088639298744,35.2324016445483
퍼스트부엌,부산 금정구 장전온천천로 85-1,음식점 > 퓨전요리,051-513-2900,371,http://place.map.kakao.com/27457937,129.088888025297,35.2326785084598
가야공원돼지국밥 부산대점,부산 금정구 장전온천천로 87,음식점 > 한식 > 국밥,,385,http://place.map.kakao.com/20057605,129.088927036419,35.2328292276086
이태리선술집,부산 금정구 장전온천천로83번길 14,"음식점 > 술집 > 호프,요리주점",010-5106-8272,392,http://place.map.kakao.com/435169733,129.088283393442,35.2326565044355
에쎄노베,부산 금정구 장전온천천로83번길 14,음식점 > 양식 > 이탈리안,070-7755-4088,396,http://place.map.kakao.com/27466139,129.088264556435,35.2326928754341
푸리타,부산 금정구 장전온천천로83번길 14,"음식점 > 간식 > 떡,한과",,396,http://place.map.kakao.com/53913701,129.088264556435,35.2326928754341
한상,부산 금정구 장전온천천로 89,음식점 > 한식,051-583-1682,397,http://place.map.kakao.com/607827435,129.088925509638,35.2329409961751
